Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
East,Chalky,Wheat,876.1083448324353,16.60425799628766,0,1,Cloudy,77,5.489509681921974
East,Clay,Barley,498.0264050120859,18.54240304621369,1,0,Cloudy,125,4.114097349482257
East,Peaty,Soybean,803.0427584906923,22.05907140072133,0,0,Sunny,110,4.170374037086429
West,Chalky,Rice,582.0498818973881,28.557813735826414,0,1,Sunny,100,4.694948979600889
East,Peaty,Rice,115.4161861078728,18.59659508700999,1,0,Rainy,64,2.6606963671312998
South,Loam,Soybean,783.6176932595149,24.186033986069248,0,1,Sunny,84,4.428233550622653
East,Peaty,Soybean,125.00905480943126,38.2928357711863,0,0,Sunny,123,0.9240553940451484
West,Sandy,Cotton,265.36931444712377,26.1270289272272,1,0,Sunny,97,3.701253618976093
South,Clay,Maize,521.527540836282,33.721540171404776,1,0,Cloudy,120,3.667781656081914
West,Silt,Maize,317.79284379240755,21.685689347732666,0,0,Rainy,104,2.5100198214120524
East,Loam,Soybean,493.88242309404535,21.46102418975499,1,1,Sunny,117,6.252945267084247
West,Clay,Barley,799.9392551391834,36.05505039895464,0,1,Sunny,134,5.874322657917995
West,Chalky,Rice,788.8343678321672,20.110013725541464,0,1,Sunny,62,5.403387276904432
South,Peaty,Barley,250.28956046918543,27.796683083151297,0,0,Rainy,68,2.1513272706230486
North,Sandy,Soybean,631.7514124050825,37.85920424111599,1,1,Cloudy,96,6.292523857187741
South,Clay,Cotton,931.205810063794,20.291472069006705,0,1,Rainy,137,7.024552488797397
West,Sandy,Soybean,566.3767127025658,39.68688382118067,1,0,Rainy,67,5.239598607893639
East,Sandy,Wheat,179.12860707413188,36.60381278717213,0,1,Rainy,146,3.317221553779837
West,Sandy,Wheat,672.2068128262795,22.38241371572017,0,0,Cloudy,61,3.80194175813224
North,Clay,Wheat,272.5950235658177,25.64088367273857,1,1,Cloudy,122,4.098127673056623
East,Silt,Maize,469.7787724956465,16.73027274850751,1,0,Sunny,74,4.559814626231361
West,Loam,Cotton,382.23501718681615,33.91220282711611,1,1,Sunny,94,6.261819626167232
West,Clay,Soybean,436.6991460687112,26.21873485318872,0,0,Cloudy,85,3.4899207591222696
West,Chalky,Barley,517.8897738264889,18.690828400155024,0,1,Sunny,71,5.309422037744644
South,Sandy,Maize,706.7428745960785,20.762859134558163,0,0,Cloudy,144,3.6919644167946446
East,Silt,Barley,594.8620524957514,26.517580131386577,1,1,Sunny,94,6.534406638677999
East,Chalky,Cotton,910.1065509071564,29.20931809241886,0,0,Sunny,130,4.701333917342275
West,Loam,Soybean,474.17415033847215,29.020491813607613,0,0,Sunny,76,2.885006099060221
South,Silt,Barley,174.19092015531146,23.247156462071143,1,1,Cloudy,78,3.7479401089956177
East,Loam,Cotton,253.5975978229346,31.600834541648105,1,1,Sunny,98,4.311106236560655
East,Peaty,Cotton,555.0883889260485,17.196873046452883,1,0,Cloudy,119,4.705239366039331
East,Clay,Soybean,412.82197863686,17.13781217445421,1,0,Sunny,112,4.922727414130607
East,Sandy,Cotton,538.902432855795,28.336230462339515,1,1,Cloudy,142,7.021713396387241
North,Chalky,Soybean,604.8849087510544,30.573322474477266,1,1,Sunny,100,6.409169734419101
West,Sandy,Rice,240.00703985173288,22.359641349144265,0,0,Cloudy,135,2.6291031715666198
West,Peaty,Wheat,665.6611179876844,22.4887689929607,0,0,Rainy,68,3.740097444414696
East,Sandy,Barley,345.976226249394,27.597373264454184,0,1,Cloudy,104,2.730501266427251
East,Loam,Barley,623.7711910612119,37.23355806338154,1,0,Rainy,133,5.4184834704042055
East,Peaty,Wheat,341.3440522027325,39.34690602144123,0,0,Rainy,68,2.594045807367897
North,Chalky,Barley,753.6634141832781,19.30917865502517,1,1,Cloudy,138,7.570971478813902
North,Clay,Cotton,707.6273223089697,23.409444984729756,0,0,Sunny,115,4.4049333396140105
North,Loam,Rice,210.11913918068785,26.64790750097081,0,1,Cloudy,141,2.1170245095279165
East,Chalky,Soybean,242.84653950136317,34.48709033577005,0,0,Rainy,100,2.306056063963556
North,Clay,Barley,567.3924588576658,35.58655064257991,0,1,Cloudy,66,5.202434750558177
South,Silt,Rice,348.7994198132177,33.74102736820924,0,0,Sunny,112,2.5215038365956715
West,Sandy,Cotton,365.8324272275469,25.665923755122723,0,1,Rainy,79,3.65932234027682
South,Loam,Wheat,446.1680110883341,38.32943696430492,0,0,Rainy,87,3.142181464632765
South,Peaty,Maize,136.12303893854883,22.45056947739203,0,0,Cloudy,92,0.6463593788617517
South,Loam,Rice,787.9907595996582,32.84656077995108,1,1,Cloudy,140,7.0961450510839
South,Silt,Maize,833.8447414332937,22.872750402068668,1,1,Sunny,60,6.96097163753482
South,Clay,Maize,651.5474767545843,17.671044863684312,1,0,Cloudy,127,5.236428956325023
North,Chalky,Soybean,595.342932608534,27.9941117736811,0,1,Cloudy,137,4.7687793906222495
North,Silt,Cotton,835.095124247923,32.63392660207589,1,0,Sunny,130,6.456119372856358
West,Chalky,Cotton,595.8946529369606,31.16308389209608,1,1,Sunny,135,5.591460042497932
North,Clay,Barley,897.181609013214,22.86620346046289,0,1,Sunny,68,6.196410378271318
North,Clay,Barley,611.0311238944003,38.35705002866212,1,1,Rainy,101,6.515493622846518
West,Sandy,Maize,153.3822243413395,20.25023811438356,1,0,Sunny,109,2.266560818151464
East,Peaty,Wheat,457.679794216699,25.50812779458084,0,0,Cloudy,130,2.775173209059038
South,Sandy,Cotton,984.263566120164,32.84456323751562,1,1,Sunny,75,7.885569440434214
North,Clay,Soybean,115.5762975109439,32.11411027236224,1,1,Rainy,93,3.9046518698107495
East,Clay,Maize,854.3630372001812,25.25528594141268,1,1,Rainy,137,8.595334899352048
North,Sandy,Barley,531.278333730254,17.134520248611672,1,0,Rainy,97,4.736115541465586
North,Chalky,Rice,353.30588404481983,29.168053326852664,0,0,Sunny,80,2.499827683681232
South,Loam,Soybean,600.4036695557339,19.89924782014219,0,0,Sunny,105,3.557765587061742
West,Loam,Cotton,779.2519923799895,38.65533875991992,0,0,Sunny,118,4.301739116225231
West,Sandy,Barley,373.8629089309023,32.61833824681968,1,1,Cloudy,80,5.1724275674567135
South,Clay,Barley,314.36359646703573,33.98905205395734,1,0,Rainy,89,3.31711065721965
West,Sandy,Wheat,389.2290097221443,26.37955193393488,1,0,Cloudy,113,4.186119675173926
West,Clay,Soybean,177.3527682725708,15.85254723923157,1,0,Cloudy,121,2.765852426293321
East,Loam,Soybean,731.8027063866155,30.21257993084726,0,1,Rainy,124,5.886321111312401
East,Peaty,Barley,342.27230995069016,29.25673347137179,0,0,Cloudy,81,2.216701852664132
North,Clay,Wheat,129.24194198785145,17.7278893045659,1,0,Rainy,85,2.3037854983426445
South,Clay,Barley,504.9500266484165,23.787193048438013,1,1,Sunny,119,5.281181083278311
East,Loam,Rice,914.5596944185048,15.504599533914202,0,0,Sunny,92,4.151622996663487
South,Loam,Wheat,493.8480592233847,35.18285855370816,1,1,Sunny,91,5.769549549846717
South,Sandy,Soybean,778.5574167736919,25.885204349492536,1,1,Rainy,66,7.01715903943145
North,Sandy,Barley,945.3469603570628,17.366807584639997,0,0,Sunny,142,3.980101473084349
West,Chalky,Wheat,123.2979229973362,29.57603144873311,0,0,Rainy,116,1.0279235607501864
East,Clay,Rice,297.9717633327772,32.05738423638572,0,1,Rainy,124,4.180584467709451
North,Chalky,Barley,514.5737565120808,19.68429636829567,1,0,Cloudy,110,4.224817085341797
East,Loam,Rice,623.4589788217303,24.833938498381183,1,0,Sunny,82,4.586933223473119
West,Sandy,Soybean,628.6256938878525,38.59115183372852,0,1,Rainy,148,5.362267402706187
North,Sandy,Cotton,453.8688157018232,32.59843786529939,0,0,Sunny,137,3.379757957225275
West,Sandy,Maize,375.39405923754185,30.43788559499876,1,0,Rainy,144,5.2199360702890605
West,Silt,Barley,921.8111183201756,23.520504938723924,0,0,Sunny,108,4.856961916751228
North,Loam,Soybean,753.9409315155513,22.476891434357725,0,0,Cloudy,117,4.676302711154245
West,Chalky,Cotton,558.3613259508327,34.496141290427346,1,1,Rainy,117,6.658364285127814
West,Peaty,Rice,155.80210927434123,16.47113594201577,0,1,Rainy,69,2.422420092685926
South,Clay,Rice,415.1141472752468,26.077535016899915,0,1,Sunny,83,3.9529890943413872
South,Peaty,Barley,341.48551345813496,18.04171926178663,1,1,Rainy,61,4.403455011001343
North,Peaty,Maize,201.5661318141648,36.35946625293225,1,0,Rainy,142,3.043678067154963
South,Clay,Cotton,210.9297868051076,33.657143449795925,0,0,Sunny,83,2.2146634842681614
West,Chalky,Soybean,589.7864563295916,34.75259311498574,1,0,Cloudy,126,5.34936127863425
West,Peaty,Maize,853.1911352900247,24.64867597540775,1,0,Sunny,139,7.050836722868249
South,Silt,Soybean,793.9275188285275,39.15743202157074,0,0,Rainy,132,4.463529127758577
East,Loam,Barley,236.94651428823548,23.402250323260795,1,0,Sunny,138,2.207435724675449
East,Peaty,Rice,593.9985077253199,39.67101061555965,1,0,Cloudy,115,5.999765850351846
East,Peaty,Rice,206.0328241559194,15.50237480150776,1,1,Cloudy,87,4.282648429749635
South,Chalky,Maize,910.93225443378,34.29886602824034,0,1,Sunny,120,6.095967990296393
South,Chalky,Wheat,424.791821518842,31.045284466493637,0,1,Cloudy,149,4.321585508895968
West,Loam,Wheat,754.2816764531211,22.34031384745678,0,1,Cloudy,122,5.966325789836012
South,Loam,Barley,132.01029479392923,22.459489355412465,1,1,Cloudy,96,3.456832724448487
South,Sandy,Barley,531.773429990899,38.84501650140618,1,0,Rainy,72,5.500344475340865
East,Clay,Cotton,207.55330729058545,29.448221784822465,0,1,Rainy,113,3.001284481344852
North,Silt,Wheat,886.6003110989865,31.2000695756851,0,0,Rainy,131,5.731703511247174
West,Clay,Barley,124.83914227799164,15.387718522091928,1,0,Rainy,132,3.8234123815217433
South,Chalky,Rice,176.65952976889918,25.35352540442939,1,0,Sunny,99,2.7217318663613725
East,Sandy,Rice,467.8711434571804,17.76072169086657,0,0,Sunny,111,3.0135659629934177
North,Loam,Barley,459.03344544012185,39.10314312498278,1,1,Rainy,128,5.435353757477258
East,Chalky,Rice,776.3620380355229,22.51049156404039,0,1,Cloudy,83,5.389437797539645
East,Peaty,Cotton,951.6508314351928,24.595949283554727,0,1,Rainy,148,6.353349490507848
North,Silt,Barley,681.4900245238489,29.357016092146644,1,0,Sunny,115,6.004790285965306
East,Silt,Barley,588.5832078686947,29.976633356673325,1,1,Sunny,142,6.243228964231367
South,Sandy,Maize,504.5976062445087,32.55815707660244,1,1,Rainy,105,5.700093871717637
South,Chalky,Barley,422.410627275144,19.83395592567735,0,0,Cloudy,123,2.807282389256674
West,Clay,Cotton,369.3398181913616,26.69184152027045,1,1,Rainy,138,4.638938252949806
East,Peaty,Wheat,844.055310719673,32.53970779947646,0,0,Sunny,92,2.9491884689326437
East,Loam,Wheat,888.4411157967644,24.873185892013648,1,0,Rainy,115,6.373188036774542
South,Sandy,Wheat,738.0863167257393,29.447905767485537,0,0,Cloudy,74,5.268758535506998
East,Loam,Barley,828.5977376278944,37.32871293481101,0,1,Cloudy,144,6.041518563138017
West,Clay,Soybean,845.1862014867224,29.69270596060069,0,1,Cloudy,66,5.782139039489964
East,Sandy,Maize,133.94159044482157,17.978364810057624,1,1,Cloudy,92,3.1136535872277906
South,Peaty,Wheat,724.2403533498053,23.52750091888781,0,0,Cloudy,121,4.0521926879636965
West,Silt,Soybean,136.7153961921478,36.48879802461634,0,0,Sunny,82,1.2963913007681689
West,Loam,Barley,746.907798851001,18.330115145492105,1,0,Sunny,133,5.947014337348547
North,Silt,Rice,723.9015930287493,26.96232048927272,1,1,Sunny,98,6.836875272081613
East,Loam,Wheat,542.316501507122,21.64652407503364,1,0,Sunny,91,4.075833333212922
East,Sandy,Soybean,722.8298932148975,35.60988229348253,0,1,Sunny,133,5.585065092346824
South,Sandy,Maize,824.9219216036302,35.089201806070406,0,1,Rainy,66,5.384652423929552
East,Chalky,Rice,970.7194965794648,37.59947888428296,0,1,Rainy,93,7.9324756105855805
North,Loam,Rice,900.928060229402,25.017612382888306,1,1,Sunny,69,7.18695596730273
East,Clay,Cotton,640.818924790001,26.95212071264724,0,0,Cloudy,121,2.922148714841505
North,Clay,Rice,788.3651710766254,19.18478321804298,1,0,Rainy,142,5.837115291973081
West,Chalky,Rice,566.9853125938698,18.889282226904463,0,1,Rainy,95,4.0124002722354
West,Chalky,Maize,835.7860604744403,31.321009642813426,0,1,Sunny,104,5.870853607829192
West,Loam,Rice,361.1356743915036,36.47092478535818,1,0,Cloudy,117,4.169127824142023
West,Silt,Cotton,150.41243648689783,31.904682920863078,0,0,Sunny,121,1.425335707935013
East,Sandy,Wheat,921.3004888617478,25.148008723403223,1,1,Rainy,72,7.968571598966148
East,Clay,Maize,164.67347889175807,18.27311562388335,1,0,Sunny,108,2.753894700606953
South,Peaty,Wheat,967.749072392346,18.72407817407672,0,1,Sunny,116,6.635533866764222
West,Peaty,Soybean,338.59511900970347,33.74212392387091,1,1,Cloudy,88,5.424396519699454
West,Sandy,Cotton,472.6000759091105,38.628146485466864,0,1,Cloudy,117,3.6062685173435858
East,Chalky,Rice,798.7616879074073,32.23153460487096,1,0,Cloudy,113,6.774554945614123
South,Loam,Maize,942.310162478478,22.061743105837166,1,0,Sunny,126,7.500668165347852
South,Chalky,Soybean,706.0244613417248,20.11490658130178,0,0,Rainy,104,3.81064732181294
South,Peaty,Cotton,710.2738801640043,17.754211441418335,1,1,Cloudy,143,7.009659665154851
South,Peaty,Cotton,345.51670340596263,38.30452504476449,0,1,Cloudy,60,4.201431280786705
North,Peaty,Cotton,881.5621468490275,36.35226545994195,1,0,Rainy,111,7.639996678587822
North,Silt,Barley,459.9527023323925,22.94402675012112,1,0,Sunny,95,4.146489492242924
North,Peaty,Rice,232.1224496901484,36.84533457723964,0,0,Cloudy,66,2.26573694056154
West,Sandy,Rice,330.21227328618534,37.439895668882926,0,1,Sunny,99,3.581920233312167
West,Peaty,Maize,857.1583104168952,29.2475087126238,0,1,Rainy,130,5.68310795210787
North,Peaty,Cotton,693.40416400201,20.722888870967537,0,1,Sunny,111,4.979532268700734
East,Silt,Wheat,280.71996038284954,25.553769929245902,0,1,Sunny,112,3.599710470311059
South,Loam,Maize,577.7396940928886,24.47316123263041,1,1,Rainy,72,5.959733046394521
West,Silt,Wheat,781.9257883104248,29.32928318483837,0,1,Rainy,125,5.914623624435908
East,Chalky,Wheat,435.6010268191188,15.596813757434802,1,1,Sunny,149,6.079065801222216
East,Clay,Cotton,568.7887970899494,34.59144553982527,0,0,Rainy,124,3.3142646115069088
East,Chalky,Rice,195.66386650267063,17.093513998831984,1,0,Cloudy,67,2.579803169368861
South,Silt,Wheat,129.28815982064913,35.38681467915513,1,1,Rainy,111,4.110415001308593
West,Loam,Cotton,467.8096177566492,33.19145687592674,1,0,Rainy,68,5.311465083303991
West,Sandy,Cotton,859.2206435516779,37.26434052587935,1,1,Cloudy,123,6.560733036633708
South,Loam,Rice,475.3583194456968,21.44412775284229,1,1,Sunny,71,5.441571328679381
North,Chalky,Rice,955.7700639761122,28.062313009871392,1,0,Sunny,86,6.430527479367077
West,Chalky,Barley,201.21480856999807,22.849937047206897,0,1,Cloudy,96,3.271349263525285
East,Sandy,Wheat,356.64012836581884,16.605472766465894,0,0,Sunny,66,2.322913366340659
North,Clay,Maize,965.754064489095,28.337334134949717,0,1,Sunny,119,6.484293868038515
East,Silt,Rice,686.9428880160499,35.604018949319794,1,1,Rainy,63,6.857955990679659
South,Chalky,Maize,995.440211362205,24.909177988917484,1,0,Rainy,109,6.829432087462809
North,Sandy,Cotton,782.5401669099515,33.69046799793512,0,1,Sunny,110,5.331343713448041
North,Peaty,Barley,423.0337400297749,23.66797632696974,0,1,Cloudy,82,4.0518341321368
North,Loam,Cotton,617.2457295799692,16.911869903239616,1,1,Cloudy,69,5.915152209514627
South,Silt,Barley,596.8757594446348,25.95925586624811,1,0,Cloudy,66,4.548041477716098
South,Silt,Barley,468.89823675339306,21.875186840009288,1,1,Rainy,125,5.25287160996526
South,Peaty,Barley,249.4139546292044,31.72351306586105,0,1,Rainy,91,2.3676924864689872
West,Loam,Wheat,371.91269412464646,38.91685444012635,0,1,Sunny,85,3.6788392145405737
North,Silt,Cotton,833.1481211230887,22.19848021718628,1,1,Sunny,71,8.18266463662023
South,Silt,Cotton,647.6450616099522,31.391718129930126,0,0,Rainy,67,4.600107571642541
West,Clay,Cotton,932.819127415377,34.08832526453868,0,0,Rainy,118,6.370969445829248
West,Loam,Rice,375.01016275990025,35.560889829504475,0,0,Rainy,95,3.0991065128888624
West,Loam,Barley,557.2205109899892,15.94909457131798,1,0,Rainy,144,4.989636616667346
North,Chalky,Rice,314.34030791044205,17.003321758384246,0,1,Rainy,69,3.11911710905294
South,Chalky,Wheat,641.4081633267014,25.726578176007298,0,0,Cloudy,65,3.695320208956185
East,Sandy,Cotton,168.7695913777971,18.967061079302944,1,1,Cloudy,67,3.781247907682984
West,Chalky,Rice,642.7289805998519,17.293459192928466,1,0,Rainy,96,5.70408325566065
North,Clay,Wheat,747.446073621529,28.41923254720832,1,1,Cloudy,102,8.069919880936792
East,Chalky,Cotton,469.52940947321423,31.43018611478252,1,1,Rainy,120,5.953670129450886
West,Silt,Barley,896.6363363637215,16.65234106783514,0,1,Sunny,117,6.209107780310516
North,Chalky,Maize,242.5607997450817,38.33470849193576,1,0,Rainy,120,3.468045971829007
North,Clay,Soybean,163.14327165540686,21.04530016285642,1,0,Cloudy,148,2.7637436556487165
East,Peaty,Wheat,477.7667351430678,30.36069680292356,0,0,Cloudy,146,2.535827083278674
West,Clay,Maize,749.5637882438084,34.40173467124653,1,0,Sunny,73,5.167152002254817
West,Silt,Rice,635.5453171231164,21.13518371787277,0,1,Rainy,136,4.717308814783127
West,Peaty,Cotton,780.1284894653033,20.939443310981225,0,1,Sunny,60,5.393544494492906
West,Loam,Wheat,398.2562196732927,30.50463046844257,0,1,Sunny,119,4.177444407819598
North,Clay,Rice,291.03530312345083,37.71033631196157,0,0,Rainy,136,1.5427800778693097
South,Chalky,Rice,795.4490723032643,21.679684629584543,1,0,Cloudy,146,5.658238370274336
East,Chalky,Soybean,595.0254940904091,24.964347401137267,1,1,Rainy,83,5.588873784893281
West,Clay,Rice,256.7505569925536,36.68377758169646,1,0,Cloudy,146,2.334807323797392
East,Chalky,Soybean,332.1601001694154,17.30237150235214,0,0,Cloudy,147,2.4481026168749342
East,Clay,Rice,759.6830577202874,39.83518365582978,1,1,Cloudy,138,6.58453777492054
East,Silt,Cotton,313.76506572012295,22.970536225165787,0,0,Rainy,137,1.5321125935478896
East,Chalky,Maize,233.36777448399812,33.55932260108433,1,0,Cloudy,73,2.8604967130066306
South,Chalky,Cotton,666.4565221797601,22.77159693235933,0,0,Sunny,128,3.209970480050308
North,Chalky,Soybean,242.04216997536616,29.45141551524727,0,0,Rainy,104,2.073217546270343
West,Silt,Cotton,516.5347837307702,24.952285218806026,1,0,Rainy,95,4.825719391275826
South,Chalky,Rice,630.2235429273724,20.00598939064033,0,1,Sunny,144,4.370731060734904
North,Chalky,Soybean,611.9338119873732,27.94298994631681,1,0,Cloudy,90,5.325762979402991
North,Peaty,Barley,466.5160519559065,39.03625062507717,1,0,Sunny,88,5.141970851764502
West,Chalky,Cotton,509.8644923781374,16.79398191635224,0,0,Sunny,77,3.2168131455632007
East,Chalky,Wheat,174.91936187084258,19.535663239372443,0,1,Cloudy,128,2.22982002808725
North,Sandy,Wheat,221.0838315339425,30.90401534186492,1,0,Cloudy,118,3.489310665370777
South,Chalky,Cotton,753.1203874852141,30.503236962170263,1,0,Sunny,86,5.981373113350608
West,Chalky,Barley,201.0206108584132,27.910580133281197,1,1,Cloudy,103,4.917995633725493
South,Sandy,Soybean,732.0993556278813,23.1342722734363,1,0,Sunny,75,5.128624208357597
South,Silt,Wheat,861.4933324914764,21.55189791121275,0,0,Cloudy,111,4.422874118594948
East,Silt,Maize,577.590213185892,25.706130889666607,0,0,Cloudy,105,3.730454120133231
North,Chalky,Wheat,280.780791257601,31.12674988327786,0,1,Rainy,135,4.154167567791137
East,Loam,Maize,622.7810805542254,18.14065016854289,0,0,Cloudy,148,4.096019236056514
North,Sandy,Maize,473.1435277136901,32.16691226679566,0,0,Rainy,106,3.337591121078751
South,Silt,Soybean,653.7665838322113,22.245685512856877,0,1,Sunny,119,5.1496436001921415
South,Silt,Maize,991.0635627371018,34.75160043115028,0,1,Rainy,104,7.105086009605955
West,Chalky,Cotton,637.3475590516297,26.945609019597143,0,1,Rainy,98,4.968366872826177
North,Sandy,Rice,238.9959728244574,16.81917081352375,0,1,Rainy,120,2.93196719031736
East,Silt,Rice,647.1269670282462,24.666435171874006,0,1,Sunny,75,4.8134208580035525
East,Clay,Cotton,745.1884122571726,35.443110329884846,1,0,Cloudy,74,5.792041705861007
North,Peaty,Soybean,529.2520716388542,36.252702273469765,0,1,Cloudy,147,4.586558884888987
East,Chalky,Wheat,793.5198830174114,20.98994932693047,0,1,Cloudy,134,6.039792492961806
North,Chalky,Rice,339.6051098528977,22.27999764580513,0,1,Sunny,95,3.6987362257210807
South,Clay,Soybean,919.9285121755852,35.87044024721868,0,1,Sunny,120,6.3293948592178255
East,Loam,Maize,861.3030713261271,22.759271884535128,0,0,Rainy,136,4.775022751906247
West,Clay,Cotton,408.206701422003,22.408744426173516,0,1,Rainy,132,4.048485091632976
South,Sandy,Rice,881.4536467212642,29.671959095216305,0,1,Cloudy,88,6.419731050065195
West,Clay,Barley,704.8447209577806,20.5694423510497,1,1,Rainy,97,6.714205617922857
East,Clay,Maize,424.1107300951633,20.10545215785617,0,1,Sunny,86,3.756571368538657
North,Peaty,Wheat,936.0664689909866,24.078483840643223,0,1,Cloudy,70,6.345369363777678
West,Clay,Wheat,961.212332040384,26.828431749807336,1,0,Cloudy,100,7.88432846619053
East,Sandy,Rice,597.424418329927,17.282070671928775,0,0,Rainy,100,3.450831823394856
North,Chalky,Soybean,467.4069015249246,31.23885507818048,0,1,Rainy,81,4.951267596054376
West,Sandy,Soybean,273.2995553437779,22.24475894792478,1,0,Sunny,82,3.095628989269948
West,Clay,Soybean,934.1075127980312,21.40051016390934,0,1,Cloudy,112,6.789624127006128
East,Chalky,Cotton,399.3461601081182,26.962540576739716,1,1,Cloudy,130,5.606161468674391
West,Sandy,Barley,804.6004042132463,24.45583060064196,0,0,Cloudy,95,3.949363312849796
West,Silt,Barley,704.3630023308464,32.16619347662577,1,0,Cloudy,145,6.199306919625956
North,Silt,Rice,754.5430258836672,22.35217554573324,0,0,Cloudy,89,3.000451988471497
North,Clay,Cotton,810.6137027044502,28.525209099253843,1,1,Sunny,102,7.680648411512756
North,Loam,Wheat,988.899293692346,39.3225451307913,1,0,Rainy,73,8.381278603791962
West,Silt,Soybean,375.2498045860672,28.758750772493475,0,1,Rainy,71,3.1308675878386585
West,Sandy,Barley,979.9741319883648,36.33443184959874,1,0,Cloudy,78,7.221740104951552
North,Chalky,Cotton,871.2200269331819,30.64033853959007,1,0,Sunny,85,7.181702738126492
South,Clay,Rice,885.2237670587458,35.485602925638084,1,1,Cloudy,113,8.117868060065632
East,Sandy,Soybean,220.418404792175,16.376659736049557,1,1,Sunny,121,4.098862526124586
South,Chalky,Barley,666.0281744256974,25.466387132172542,0,0,Sunny,142,4.08805897992561
North,Clay,Maize,273.05742762735656,28.69679548719737,1,1,Cloudy,142,5.670844608656907
West,Peaty,Rice,712.1757722217242,21.584536976789792,1,0,Rainy,69,5.446487180192438
West,Chalky,Maize,690.0130245254757,34.60651230826055,1,1,Rainy,95,7.005448150098918
South,Chalky,Rice,479.8425396939691,30.47943035299705,0,1,Sunny,130,3.5114135508157105
East,Clay,Maize,313.5970431464418,39.728624956756505,0,1,Rainy,79,3.3713901456727573
North,Sandy,Rice,992.3093218593702,21.547966516176597,0,0,Cloudy,65,5.643142089268282
North,Silt,Barley,133.13952426602876,22.19663437923128,1,1,Sunny,85,3.935187282369231
South,Peaty,Rice,389.9580435168074,17.97714168336785,1,1,Sunny,71,5.216036610679972
North,Peaty,Barley,628.3251636297954,15.33489880016936,0,0,Cloudy,149,3.4365250277290347
South,Chalky,Rice,650.754899158643,37.99257970489765,1,0,Sunny,79,4.993977129617065
East,Clay,Rice,721.0699991470053,24.19868773972155,1,0,Cloudy,116,5.851265772624549
East,Silt,Wheat,479.8048950860031,34.150142708200484,0,1,Sunny,135,4.277110795634337
East,Silt,Rice,278.9832436485626,15.971953526052255,0,0,Rainy,100,0.8123086496007222
West,Loam,Wheat,732.644171992382,20.740405325924492,0,1,Rainy,117,5.183681035130849
West,Loam,Cotton,386.1121309776981,31.13591533752749,0,0,Cloudy,125,2.706281308634097
North,Clay,Maize,908.36633789094,34.0094240977304,0,1,Sunny,71,6.177454672622693
South,Chalky,Wheat,745.3435959954772,19.63142448818651,1,0,Sunny,92,6.59215335378414
East,Silt,Maize,570.9064832543945,23.02239037550335,0,0,Rainy,147,3.417123016599686
North,Sandy,Wheat,926.5345589843496,26.512570689910905,1,0,Sunny,60,6.151018557346068
East,Peaty,Wheat,460.6789282992349,27.10436735846872,0,0,Cloudy,130,2.4645773089768026
South,Silt,Rice,959.0751929958726,25.32543979147673,0,1,Cloudy,73,6.747295812173895
South,Peaty,Barley,565.2425374445876,27.518331570696027,1,1,Cloudy,72,5.783749301028839
North,Peaty,Cotton,630.8328533304216,37.41643701904609,0,0,Sunny,107,3.978555096476855
East,Chalky,Rice,360.2848632247727,20.503617799650137,0,1,Cloudy,62,4.169308169000024
East,Sandy,Cotton,167.20070132850725,19.33209956694139,0,0,Rainy,81,1.8766087441603143
North,Chalky,Wheat,918.3899279110929,22.59325176583838,1,0,Rainy,94,7.005712031159134
North,Peaty,Wheat,406.06636222258186,37.7887379917588,0,0,Rainy,74,2.4789455741722666
South,Clay,Wheat,231.28862780755796,33.04116455086514,0,1,Cloudy,145,2.5731132091979028
South,Chalky,Maize,581.3084345932066,36.195133344840364,0,0,Rainy,103,3.81306335514964
West,Peaty,Barley,876.7966053367644,18.41872558950752,0,1,Sunny,128,5.854784157957106
South,Loam,Rice,863.4856756456353,18.9341284633071,1,0,Cloudy,124,5.172514801305841
West,Silt,Cotton,781.225395089035,18.709963803936223,0,0,Cloudy,139,4.190543979854053
South,Peaty,Rice,884.4180263274026,23.80777197583963,1,0,Cloudy,88,6.964420442301577
East,Peaty,Cotton,464.0477272725129,25.52618813878289,1,1,Sunny,124,5.959358555652967
West,Chalky,Maize,845.9787456039826,25.95130192489218,0,0,Rainy,72,4.682800536800434
West,Peaty,Rice,337.7753918129454,26.141526321568087,0,0,Rainy,120,1.842656166712776
South,Clay,Barley,702.882321903399,30.816014284482502,1,1,Sunny,105,6.010277394536588
South,Loam,Barley,329.07878052511705,15.944788879334745,0,1,Cloudy,107,3.55938627699962
West,Chalky,Soybean,682.9402242019735,29.04917412794851,1,1,Cloudy,112,7.182025353192699
South,Sandy,Cotton,528.8754259490054,39.04038541742605,1,1,Sunny,60,6.567560987649628
East,Chalky,Soybean,186.4685361555558,28.2811364671409,0,0,Sunny,130,2.880570354400398
South,Sandy,Wheat,192.18247779898107,38.29103988582419,1,0,Sunny,103,3.470551637566018
North,Peaty,Soybean,376.55984101531874,17.417346922036558,0,1,Sunny,110,3.197575658771348
East,Clay,Cotton,432.4048123894229,31.35963013541787,0,0,Sunny,102,2.633003345388896
East,Silt,Wheat,214.0044645146761,34.346360552639354,1,0,Sunny,96,3.4419227936373447
South,Loam,Wheat,887.6025234852739,18.83863207129556,1,0,Sunny,120,6.9886866017115405
